pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_insol,st_teff,st_rad,st_met,planet_density,star_luminosity,HSI,SCI,star_type_G,star_type_K,star_type_M,habitable,star_type_F,habitability_probability,star_type_G,star_type_K,star_type_M
Kepler-934 b,2.09,5.02,8.45778956,0.2658,384.0,4.716,5001.0,0.77,0.01,0.5498761190444555,0.3327351779843683,0.0,0.0012726208353483163,False,True,False,0,0,0.0,False,True,False
Kepler-942 b,2.13,5.18,8.45778956,0.22737,379.0,4.957,4861.0,0.75,0.09,0.5360322869424294,0.28178304705311147,0.0,0.0009993803841618198,False,True,False,0,0,0.0,False,True,False
Kepler-950 b,2.48,7.22,8.45778956,0.0787,360.0,3.97,5857.0,1.02,0.02,0.47334975328119233,1.0984773074260488,0.0,0.012254901960784314,True,False,False,0,0,0.0,True,False,False
Kepler-969 b,2.07,4.94,34.1731714,0.19726,465.0,10.166,5214.0,0.82,0.22,0.5569496207500039,0.4458632342828876,0.0,0.001450747134774409,True,False,False,0,0,0.0,True,False,False
Kepler-973 b,1.96,4.5,8.45778956,0.2489,402.0,7.892,5213.0,0.78,-0.06,0.5976463888345843,0.4031159248726556,0.0027177987704303523,0.0016667777851856788,True,False,False,0,0,0.0,True,False,False
Kepler-983 b,2.36,6.17,8.45778956,0.0787,485.0,30.997,6052.0,1.08,0.12,0.46940656055390284,1.403889863604485,0.0,0.0032467532467532465,False,False,False,0,0,0.0,False,False,False
Kepler-984 b,2.12,5.14,43.0342272,0.23688,484.0,13.991,5610.0,0.93,0.04,0.5394553893482539,0.7686120556962017,0.0,0.005689576695493854,True,False,False,0,0,0.0,True,False,False
Kepler-986 b,2.36,6.17,8.45778956,0.0787,465.0,10.857,5642.0,0.98,0.04,0.46940656055390284,0.8731207884733109,0.0,0.007018528916339134,True,False,False,0,0,0.0,True,False,False
Kepler-988 b,2.07,4.94,17.76080053,0.1085,368.0,6.56,4005.0,0.53,-0.32,0.5569496207500039,0.0648412936453307,0.0,0.00042704383177889375,False,True,False,0,0,0.0,False,True,False
L 363-38 b,2.0,4.67,8.781,0.048,330.0,101.32650000000001,5596.0,0.274,0.02,0.58375,0.066054407126038,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
L 98-59 d,1.627,1.64,7.450729,0.0494,416.0,4.97,5596.0,0.3155,0.02,0.3807861898493048,0.08757888271788057,0.0347105899869719,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
L 98-59 e,1.49,2.82,12.8278,0.0712,347.0,2.4,5596.0,0.3155,0.02,0.8524919821919866,0.08757888271788057,0.11927083333333334,0.005357334190506804,True,False,False,0,0,0.006666666666666667,True,False,False
L 98-59 f,1.48,2.8,23.064,0.1052,285.0,1.1,5596.0,0.3155,0.02,0.8637198191617476,0.08757888271788057,0.24503968253968256,0.005357334190506804,True,False,False,1,0,1.0,True,False,False
LHS 1140 b,1.73,5.6,24.73723,0.0946,226.0,0.43,5596.0,0.2159,-0.15,1.0815577599161947,0.041011528704628035,0.14816433566433568,0.0047517224994060355,True,False,False,1,0,0.9966666666666667,True,False,False
LHS 1140 c,1.272,1.91,3.77794,0.027,422.0,5.3,5596.0,0.2159,-0.15,0.9280514065924169,0.041011528704628035,0.06179012345679012,0.0047517224994060355,True,False,False,0,0,0.0,True,False,False
LHS 1678 d,0.981,0.907,4.9652229,0.04,462.95,9.1,5596.0,0.329,0.02,0.9607275945341364,0.09523409720455907,0.03812639232673268,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
LP 791-18 c,2.438,7.1,4.9899093,0.02961,324.4,2.637,5596.0,0.182,-0.09,0.48995618554527337,0.0291436168901231,0.0,0.0050132852057953575,True,False,False,0,0,0.0,True,False,False
LP 791-18 d,1.032,0.9,2.753436,0.01992,395.5,5.83,5596.0,0.182,-0.09,0.8188482355851266,0.0291436168901231,0.08882585000813405,0.0050132852057953575,True,False,False,0,0,0.0033333333333333335,True,False,False
LP 890-9 b,1.32,13.2,2.7299025,0.01875,396.0,4.09,5596.0,0.1556,-0.028,5.739210284664829,0.021301974406136057,0.08349705304518663,0.005315642873849163,True,False,False,0,0,0.03,True,False,False
LP 890-9 c,1.367,25.3,8.457463,0.03984,272.0,0.906,5596.0,0.1556,-0.028,9.904099105523503,0.021301974406136057,0.3136586218957677,0.005315642873849163,True,False,False,1,0,1.0,True,False,False
LTT 1445 A b,1.34,2.73,5.3587635,0.0381,431.0,5.7,5596.0,0.271,-0.34,1.1346142976363447,0.06461587875943518,0.04959577114427859,0.004077970801729059,True,False,False,0,0,0.0033333333333333335,True,False,False
LTT 3780 c,2.39,8.04,12.252284,0.0757,359.0,2.76,5596.0,0.38,0.06,0.5889281939044613,0.12704800986999684,0.0,0.005155170636148056,True,False,False,0,0,0.0,True,False,False
NGTS-11 b,2.48,7.22,35.45533,0.201,435.0,9.242,5050.0,0.832,0.22,0.47334975328119233,0.40392619177046823,0.0,0.00112437878072365,False,True,False,0,0,0.0,False,True,False
PH2 b,2.48,7.22,8.45778956,0.0787,295.1,1.2,5734.0,0.949,0.017,0.47334975328119233,0.8734801283911662,0.0,0.02185075931388616,True,False,False,0,0,0.01,True,False,False
Proxima Cen b,1.02,1.055,11.18465,0.04848,218.0,0.641,5596.0,0.141,0.02,0.9941500629471317,0.01749197703757207,0.45204482361703563,0.005357334190506804,True,False,False,1,0,0.9833333333333333,True,False,False
Proxima Cen d,0.692,0.26,5.12338,0.02881,282.0,1.814,5596.0,0.141,0.02,0.7846122142249182,0.01749197703757207,0.24079009713338068,0.005357334190506804,True,False,False,0,0,0.09666666666666666,True,False,False
Ross 128 b,1.11,1.4,9.8658,0.0496,301.0,1.38,5596.0,0.1967,-0.02,1.0236679338213301,0.0340415552257546,0.3570699112978525,0.005357334190506804,True,False,False,1,0,0.69,True,False,False
TIC 139270665 c,2.48,7.22,8.45778956,0.0787,200.0,0.21,5844.0,1.016,0.156,0.47334975328119233,1.0802346280009765,0.0,0.012911222434540102,True,False,False,0,0,0.0,True,False,False
TOI-1227 b,2.48,7.22,27.36397,0.0886,243.77,3.21,5596.0,0.56,0.02,0.47334975328119233,0.27591589955146134,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
TOI-1266 c,1.98,3.17,18.8027,0.105,346.0,2.42,5596.0,0.4232,-0.109,0.40837927278086444,0.1575766964211847,0.004670240415854455,0.00492739483707569,True,False,False,0,0,0.006666666666666667,True,False,False
TOI-1266 d,1.74,3.68,32.509,0.1513,288.0,1.3,5596.0,0.4232,-0.109,0.6985541447799024,0.1575766964211847,0.11304347826086958,0.00492739483707569,True,False,False,1,0,0.9233333333333333,True,False,False
TOI-1278 b,2.48,7.22,14.47567,0.095,407.87,6.5402,3799.0,0.573,-0.01,0.47334975328119233,0.061358716732472826,0.0,0.0005000500050005,False,True,False,0,0,0.0,False,True,False
TOI-1386 c,2.48,7.22,8.45778956,0.0787,327.4,1.771,5735.0,1.0235,0.149,0.47334975328119233,1.0167150046593976,0.0,0.019780045889706464,True,False,False,0,0,0.0,True,False,False
TOI-1452 b,1.672,4.82,11.06201,0.061,326.0,1.8,5596.0,0.275,-0.07,1.0311888748888338,0.06653743591702571,0.10168650793650795,0.005106991471324243,True,False,False,0,0,0.05333333333333334,True,False,False
TOI-1468 c,2.126,4.1,15.532477,0.08608,338.1,2.13,5596.0,0.3714,-0.01,0.42667193376587664,0.12136248825157363,0.0,0.005410377103284099,True,False,False,0,0,0.0,True,False,False
TOI-1470 c,2.47,7.24,18.08816,0.106,373.0,3.35,3709.0,0.469,0.0,0.4804494564849162,0.0373476146132941,0.0,0.0004830917874396135,False,True,False,0,0,0.0,False,True,False
TOI-1680 b,1.466,2.75,4.8026345,0.03144,404.0,4.41,5596.0,0.2106,0.04,0.8728322468448714,0.039022708248183206,0.058949476278496615,0.005254308532997057,True,False,False,0,0,0.0,True,False,False
TOI-1736 c,2.48,7.22,8.45778956,0.0787,249.0,0.9,5636.0,1.4286,0.148,0.47334975328119233,1.847545230322237,0.0,0.0060914695061036524,True,False,False,0,0,0.0033333333333333335,True,False,False
TOI-1743 b,1.83,4.01,4.266046,0.03589,485.0,10.8837,5596.0,0.338,0.22,0.6543213683899467,0.10051573988634295,0.004520080259328135,0.004479082683866344,True,False,False,0,0,0.0,True,False,False
TOI-1801 b,2.079,5.738,10.64387,0.075,493.7,10.7276,3863.0,0.547,-0.19,0.6385531857156415,0.059781021981697234,0.0,0.0004385887966877774,False,True,False,0,0,0.006666666666666667,False,True,False
TOI-1899 b,2.48,7.22,29.090312,0.1525,378.0,3.4,3926.0,0.607,0.28,0.47334975328119233,0.07853593402880936,0.0,0.0004216135995682677,False,True,False,0,0,0.0,False,True,False
TOI-198 b,1.44,2.67,10.2152,0.1,368.0,7.4195,3650.0,0.441,0.02,0.8941775977366255,0.03096980613236692,0.048036634532269674,0.00046049420237799206,False,False,True,0,0,0.0033333333333333335,False,False,True
TOI-199 b,2.48,54.03082919,8.45778956,0.0787,358.0,2.7528,5255.0,0.82,0.22,3.542310203139161,0.460053602870644,0.0,0.0015642597922662996,True,False,False,0,0,0.0,True,False,False
TOI-2010 b,2.48,7.22,8.45778956,0.0787,400.2,4.09,5929.0,1.079,0.168,0.47334975328119233,1.2907987635188432,0.0,0.00563266041816871,True,False,False,0,0,0.0,True,False,False
TOI-2081 b,2.04,4.82,10.50534,0.0752,488.0,8.1,3800.0,0.534,0.02,0.5677492065645943,0.05334660064329991,0.0,0.000495397754857375,False,True,False,0,0,0.0,False,True,False
TOI-2093 c,2.3,15.8,8.45778956,0.257,329.0,3.0647,4426.0,0.729,-0.08,1.2985945590531769,0.18297448984576176,0.0,0.0006843502778462127,False,True,False,0,0,0.0,False,True,False
TOI-2095 b,1.25,4.1,17.66484,0.101,347.0,3.43,3759.0,0.44,-0.24,2.0991999999999997,0.03468043256918583,0.13461719337848008,0.0003992334717342702,False,True,False,0,0,0.006666666666666667,False,True,False
TOI-2095 c,1.33,7.4,28.17232,0.137,297.0,1.84,3759.0,0.44,-0.24,3.1454066224411155,0.03468043256918583,0.22854313380281688,0.0003992334717342702,False,True,False,0,0,0.09,False,True,False
TOI-2096 b,1.243,2.08,3.1190633,0.025,445.0,9.4,5596.0,0.235,-0.03,1.0830535969478634,0.04858882510436687,0.033108640491452984,0.0053053212372009126,True,False,False,0,0,0.0,True,False,False
TOI-2096 c,1.914,4.32,6.38784,0.04,349.0,3.7,5596.0,0.235,-0.03,0.6161095583267685,0.04858882510436687,0.01442228132387708,0.0053053212372009126,True,False,False,0,0,0.0,True,False,False
TOI-2120 b,2.122,6.8,5.7998164,0.0377,384.0,3.61,5596.0,0.245,0.02,0.711660356769185,0.052812027648521886,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
TOI-2136 b,2.19,6.37,7.851928,0.057,395.0,4.0,5596.0,0.34,0.03,0.6064668791490498,0.10170879460506675,0.0,0.0053053212372009126,True,False,False,0,0,0.0,True,False,False
TOI-216.01,2.48,7.22,34.525528,0.2069,497.0,10.1,5026.0,0.748,0.32,0.47334975328119233,0.3203192085381102,0.0,0.0010060767032878586,False,True,False,0,0,0.0,False,True,False
TOI-2180 b,2.48,7.22,8.45778956,0.0787,348.0,2.71,5695.0,1.636,0.253,0.47334975328119233,2.525988460887587,0.0,0.009501007106753315,True,False,False,0,0,0.0,True,False,False
TOI-2257 b,2.194,5.45,35.189346,0.145,256.0,0.6703,5596.0,0.313,-0.27,0.5160438807598808,0.08619644376006733,0.0,0.00430274084591885,True,False,False,0,0,0.0033333333333333335,True,False,False
TOI-2285 b,1.77,19.5,13.635109,0.1363,358.0,3.91,5596.0,0.464,-0.05,3.5165339310359003,0.18942471144716652,0.035457682733650145,0.0052042674993494666,True,False,False,0,0,0.0,True,False,False
TOI-2295 c,2.48,7.22,8.45778956,0.0787,234.9,101.32650000000001,5730.0,1.459,0.316,0.47334975328119233,2.058822574897171,0.0,0.015507722845977295,True,False,False,0,0,0.0,True,False,False
TOI-2322 c,1.874,18.1,20.225528,0.1362,496.8,10.15,4664.0,0.662,-0.12,2.7502350666937105,0.18605442173839543,0.0031076233183856463,0.0008007687379884689,False,True,False,0,0,0.0033333333333333335,False,True,False
TOI-237 b,1.44,2.67,5.436098,0.0341,388.0,3.7,5596.0,0.211,0.02,0.8941775977366255,0.03917108343090118,0.07777777777777778,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
TOI-244 b,1.52,2.68,7.397225,0.0559,458.0,7.3,5596.0,0.426,0.02,0.7631396705059046,0.15966873018814093,0.02369477911646586,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
TOI-2447 b,2.48,7.22,8.45778956,0.0787,414.0,44.5933,5730.0,1.006,0.18,0.47334975328119233,0.9788233010998983,0.0,0.017295053614666205,True,False,False,0,0,0.0,True,False,False
TOI-2449 b,2.48,7.22,8.45778956,0.0787,400.0,362.642,6021.0,1.065,-0.03,0.47334975328119233,1.3374069457221576,0.0,0.003978990927900685,False,False,False,0,0,0.0,False,False,False
TOI-2525 c,2.48,7.22,8.45778956,0.249,399.96,6.0478,5096.0,0.785,0.14,0.47334975328119233,0.37286089763119445,0.0,0.0012843235467879068,False,True,False,0,0,0.0,False,True,False
TOI-2537 b,2.48,7.22,8.45778956,0.0787,338.0,7.4445,4870.0,0.771,0.08,0.47334975328119233,0.2999953001438569,0.0,0.001018620380556574,False,True,False,0,0,0.0,False,True,False
TOI-2537 c,2.48,7.22,8.45778956,0.0787,123.1,101.32650000000001,4870.0,0.771,0.08,0.47334975328119233,0.2999953001438569,0.0,0.001018620380556574,False,True,False,0,0,0.0,False,True,False
TOI-260 b,1.71,4.23,13.475853,0.0943,493.0,10.1838,4026.0,0.607,0.02,0.8459643003065273,0.08684849847583369,0.007472986720872056,0.0005592653490375043,False,True,False,0,0,0.0,False,True,False
TOI-270 c,2.33,6.2,5.66051,0.04526,489.0,9.9407,5596.0,0.38,-0.17,0.49014426605916184,0.12704800986999684,0.0,0.004670496473775163,True,False,False,0,0,0.0,True,False,False
TOI-270 d,2.0,4.2,11.38194,0.0721,383.0,3.918,5596.0,0.38,-0.17,0.525,0.12704800986999684,0.0,0.004670496473775163,True,False,False,0,0,0.0,True,False,False
TOI-286 c,1.88,3.72,39.361826,0.213,475.0,22.4437,5152.0,0.78,-0.05,0.5598470473787119,0.38457626101401615,0.0017950806968752102,0.00151894888736994,False,True,False,0,0,0.0,False,True,False
TOI-4010 e,2.48,7.22,8.45778956,0.0787,174.0,0.15,4960.0,0.83,0.37,0.47334975328119233,0.374087107245837,0.0,0.0008912417671541759,False,True,False,0,0,0.0,False,True,False
TOI-406.01,2.08,6.57,13.175682,0.0809,368.0,3.0,5596.0,0.41,-0.02,0.7300882595584888,0.14790007243176223,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
TOI-4184 b,2.43,6.48,4.9019804,0.0336,412.0,4.8,5596.0,0.2347,-0.27,0.45160234155814094,0.048464847714680015,0.0,0.00430274084591885,True,False,False,0,0,0.0,True,False,False
TOI-4336 A b,2.12,5.14,16.336334,0.0872,308.0,1.5,5596.0,0.328,-0.209,0.5394553893482539,0.09465604635632786,0.0,0.00451983529720177,True,False,False,0,0,0.0033333333333333335,True,False,False
TOI-4364 b,2.01,4.7,5.424019,0.04753,488.0,13.3328,5596.0,0.4684,0.148,0.5787748960945134,0.1930342826616558,0.0,0.004760000761600122,True,False,False,0,0,0.0,True,False,False
TOI-4465 b,2.48,7.22,8.45778956,0.0787,427.0,130.528,5545.0,1.014,-0.06,0.47334975328119233,0.8721113967822047,0.0,0.004031607805192711,True,False,False,0,0,0.0,True,False,False
TOI-4504 c,2.48,7.22,8.45778956,0.0787,182.8,0.2639,5315.0,0.92,0.16,0.47334975328119233,0.606008310761707,0.0,0.0018579072532699168,True,False,False,0,0,0.0,True,False,False
TOI-4562 b,2.48,7.22,8.45778956,0.0787,318.0,3.2011,6096.0,1.152,0.08,0.47334975328119233,1.6442757108602537,0.0,0.0029025891094856607,False,False,False,0,0,0.0,False,False,False
TOI-4600 c,2.48,7.22,8.45778956,0.0787,191.0,48.3867,5170.0,0.81,0.16,0.47334975328119233,0.4205542828389004,0.0,0.0014155483834437461,False,True,False,0,0,0.0,False,True,False
TOI-5542 b,2.48,7.22,8.45778956,0.0787,441.0,9.6,5700.0,1.058,-0.21,0.47334975328119233,1.0601336213514327,0.0,0.010461345329009311,True,False,False,0,0,0.0,True,False,False
TOI-5713 b,1.77,3.78,10.441989,0.06008,347.2,2.2554,5596.0,0.2992,-0.03,0.6816665774008053,0.07876329054216369,0.05612896179339628,0.0053053212372009126,True,False,False,0,0,0.0,True,False,False
TOI-5799 c,1.76,3.75,14.010449,0.0782,337.0,101.32650000000001,5596.0,0.321,0.01,0.6878492439894817,0.0906589611150578,0.0019463840419311385,0.005410377103284099,True,False,False,0,0,0.0,True,False,False
TOI-6002 b,1.65,3.36,10.904821,0.05722,321.4,1.6823,5596.0,0.2432,-0.18,0.7479756240086819,0.052038864842750714,0.11535239243269671,0.004630915995183848,True,False,False,0,0,0.016666666666666666,True,False,False
TOI-6330 b,2.48,7.22,6.8500246,0.05763,495.0,9.97,5596.0,0.49,0.08,0.47334975328119233,0.21124811059408755,0.0,0.005059704513256425,True,False,False,0,0,0.0,True,False,False
TOI-663 d,1.92,5.2,7.1027268,0.0576,482.0,12.9,3681.0,0.512,0.07,0.7346824363425928,0.04318103440749359,0.0018784972022382108,0.0004454620778133157,False,False,True,0,0,0.0033333333333333335,False,False,True
TOI-6695 c,2.48,7.22,8.45778956,0.0787,415.0,101.32650000000001,6400.0,1.517,0.2,0.47334975328119233,3.4640241210207634,0.0,0.001337613697164259,False,False,False,0,0,0.0,False,False,False
TOI-6894 b,2.48,53.39517238,3.37077196,0.02604,417.9,5.54,5596.0,0.2276,0.142,3.500635965717415,0.04557694262993911,0.0,0.004785009522168949,True,False,False,0,0,0.0,True,False,False
TOI-700 b,0.914,0.704,9.977219,0.0677,417.0,4.98,5596.0,0.421,-0.07,0.9220066893052137,0.15594263377678746,0.08438196767001115,0.005106991471324243,True,False,False,0,0,0.0,True,False,False
TOI-700 d,1.073,1.25,37.42396,0.1633,268.8,0.85,5596.0,0.421,-0.07,1.0118376775967475,0.15594263377678746,0.46767567567567564,0.005106991471324243,True,False,False,1,0,0.9766666666666667,True,False,False
TOI-700 e,0.953,0.818,27.80978,0.134,272.9,1.27,5596.0,0.421,-0.07,0.9450931202504356,0.15594263377678746,0.3978121940773372,0.005106991471324243,True,False,False,1,0,0.9766666666666667,True,False,False
TOI-712 d,2.474,6.68,8.45778956,0.0787,313.6,1.6,4622.0,0.674,-0.02,0.44114095252611546,0.1860070510889523,0.0,0.0008473570932262274,False,True,False,0,0,0.0,False,True,False
TOI-715 b,1.55,3.02,19.288004,0.083,234.0,0.67,5596.0,0.24,-0.25,0.8109831828404551,0.05067843052986024,0.218937125748503,0.004371584699453552,True,False,False,1,0,0.9933333333333333,True,False,False
TOI-756 c,2.48,7.22,8.45778956,0.0787,194.0,0.24,3657.0,0.505,0.196,0.47334975328119233,0.04092346963022577,0.0,0.0003940246943156421,False,False,True,0,0,0.0,False,False,True
TOI-771 c,1.5,2.87,7.61,0.046,365.0,3.0,5596.0,0.232,-0.13,0.8503703703703704,0.04735617786179163,0.0915798611111111,0.004835823782581363,True,False,False,0,0,0.0,True,False,False
TOI-776 c,2.047,6.9,15.665323,0.1001,420.0,4.9,3725.0,0.547,-0.21,0.8044435293929091,0.05168560580298539,0.0,0.00040235943573112737,False,True,False,0,0,0.0,False,True,False
TOI-904 b,2.426,6.46,10.8772,0.056,429.43,8.3169,3770.2,0.527,0.022,0.4524390985358663,0.05034642490245471,0.0,0.000487093578859671,False,True,False,0,0,0.0,False,True,False
TOI-904 c,2.167,5.34,8.45778956,0.0787,217.26,0.5449,3770.2,0.527,0.022,0.5247645911866466,0.05034642490245471,0.0,0.000487093578859671,False,True,False,0,0,0.013333333333333334,False,True,False
TOI-969 c,2.48,7.22,8.45778956,0.0787,96.4,0.0208,4435.0,0.671,0.175,0.47334975328119233,0.1562821534976568,0.0,0.0006332320162107396,False,True,False,0,0,0.0,False,True,False
TRAPPIST-1 b,1.116,1.374,1.510826,0.01154,397.6,4.153,5596.0,0.94,0.04,0.9885397763541421,0.7774212016698699,0.10626603704422449,0.005254308532997057,True,False,False,0,0,0.016666666666666666,True,False,False
TRAPPIST-1 c,1.097,1.308,2.421937,0.0158,339.7,2.214,5596.0,0.94,0.04,0.9908042510589712,0.7774212016698699,0.2305223890271728,0.005254308532997057,True,False,False,0,0,0.02,True,False,False
TRAPPIST-1 d,0.788,0.388,4.049219,0.02227,286.2,1.115,5596.0,0.94,0.04,0.7929632733419284,0.7774212016698699,0.3702482269503546,0.005254308532997057,True,False,False,1,0,0.96,True,False,False
TRAPPIST-1 e,0.92,0.692,6.101013,0.02925,249.7,0.646,5596.0,0.94,0.04,0.8886742828963589,0.7774212016698699,0.4846007155393547,0.005254308532997057,True,False,False,1,0,1.0,True,False,False
TRAPPIST-1 f,1.045,1.039,9.20754,0.03849,217.7,0.373,5596.0,0.94,0.04,0.9104721716130507,0.7774212016698699,0.5257735999838148,0.005254308532997057,True,False,False,1,0,1.0,True,False,False
TRAPPIST-1 g,1.129,1.321,12.352446,0.04683,197.3,0.252,5596.0,0.94,0.04,0.9179541547553225,0.7774212016698699,0.47659383874689387,0.005254308532997057,True,False,False,1,0,0.9966666666666667,True,False,False
TRAPPIST-1 h,0.755,0.326,18.772866,0.06189,171.7,0.144,5596.0,0.94,0.04,0.7574897232054711,0.7774212016698699,0.3934583211926962,0.005254308532997057,True,False,False,0,0,0.15333333333333332,True,False,False
Teegarden's Star b,1.05,1.16,4.90634,0.0259,277.0,1.08,5596.0,0.94,-0.11,1.0020516142965121,0.7774212016698699,0.43928619123931617,0.004922955742627873,True,False,False,1,0,1.0,True,False,False
Teegarden's Star c,1.02,1.05,11.416,0.0455,209.0,0.35,5596.0,0.94,-0.11,0.9894384512743967,0.7774212016698699,0.5268004115226337,0.004922955742627873,True,False,False,1,0,1.0,True,False,False
Teegarden's Star d,0.954,0.82,26.13,0.0791,159.0,0.12,5596.0,0.94,-0.11,0.9444277257702162,0.7774212016698699,0.47025669642857126,0.004922955742627873,True,False,False,0,0,0.23333333333333334,True,False,False
V1298 Tau e,2.48,7.22,8.45778956,0.2409,492.0,10.0,4941.0,1.43,0.1,0.47334975328119233,1.0935064283633749,0.0,0.0010848340203948796,False,True,False,0,0,0.0,False,True,False
WASP-132 d,2.48,7.22,8.45778956,0.0787,107.0,0.0363,4686.0,0.758,0.15,0.47334975328119233,0.24856352445268823,0.0,0.0007955765941366006,False,True,False,0,0,0.0,False,True,False
WASP-41 c,2.48,7.22,8.45778956,0.0787,241.0,101.32650000000001,5545.0,0.87,0.06,0.47334975328119233,0.6419993038530113,0.0,0.004031607805192711,True,False,False,0,0,0.0,True,False,False
WD 0806-661 b,2.48,7.22,8.45778956,0.0787,340.0,101.32650000000001,5596.0,0.94,0.02,0.47334975328119233,0.7774212016698699,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
WD 1856+534 b,2.48,7.22,1.4079405,0.0204,163.0,0.181,4710.0,0.94,0.02,0.47334975328119233,0.39014782098724915,0.0,0.0009171114657275445,False,True,False,0,0,0.0,False,True,False
WISE J033605.05-014350.4 b,2.48,7.22,8.45778956,0.0787,325.0,101.32650000000001,5596.0,0.94,0.02,0.47334975328119233,0.7774212016698699,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
WISEP J121756.91+162640.2 A b,2.48,7.22,8.45778956,0.0787,450.0,101.32650000000001,5596.0,0.94,0.02,0.47334975328119233,0.7774212016698699,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
Wolf 1069 b,1.08,1.26,15.564,0.0672,250.1,0.652,5596.0,0.1813,0.07,1.0002286236854137,0.028919866340330582,0.4836141377454936,0.005106991471324243,True,False,False,1,0,1.0,True,False,False
YZ Cet b,0.913,0.7,2.02087,0.01634,471.2,8.21,5596.0,0.157,-0.18,0.9197836967806269,0.021687024898099396,0.03607280733502232,0.004630915995183848,True,False,False,0,0,0.0,True,False,False
YZ Cet c,1.05,1.14,3.05989,0.02156,410.3,4.72,5596.0,0.157,-0.18,0.9847748623258825,0.021687024898099396,0.09555591977466979,0.004630915995183848,True,False,False,0,0,0.006666666666666667,True,False,False
YZ Cet d,1.03,1.09,4.65626,0.02851,356.7,2.7,5596.0,0.157,-0.18,0.9975044086949441,0.021687024898099396,0.19962556306306303,0.004630915995183848,True,False,False,0,0,0.006666666666666667,True,False,False
eps Ind A b,2.48,7.22,8.45778956,0.0787,275.0,101.32650000000001,4760.0,0.679,0.22,0.47334975328119233,0.21235241744292138,0.0,0.00080438874499268,False,True,False,0,0,0.0,False,True,False
