,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,S_RADIUS_EST,S_RA_H,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
P_STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_MASS_ERROR_MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_MASS_ERROR_MAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_RADIUS,,,,,1.0,-0.34094556847179325,0.2957760654323861,-0.029845934022126278,0.24269775227932605,-0.10566739074360983,0.1021136641852981,0.13188372519587915,,,,,,,,,0.03651143526647283,,,,-0.08451708154791203,-0.10190603429815032,-0.046652883078503134,0.10926522107029701,-0.005449771995880069,-0.006440885685442815,0.006098817459922141,0.017793992824070997,-0.029042957161132678,0.08091322035455961,-0.03901161829574957,0.05869856385141597,0.15229385682417923,-0.002852593319531866,0.015000480401956071,,,,0.090303165342908,0.0008097429818582964,-0.00017015621065659718,-0.13848731249037027,,0.27351414782214223,0.26950906921228907,0.28391080489931353,0.2741993141919665,-0.13698467377767864,-0.1390160889935583,-0.14298170666020196,-0.1724797257979126,-0.17555175826100983,-0.16605554998435487,0.15451522418686478,-0.08451708102939433,0.1131962972159759,0.1585115126879375,0.1569881226114946,0.1585127858064688,0.1569881817939467,0.15854268125312704,0.1569881817939467,0.15852040202936035,0.1569881817939467,0.1569524400805532,0.052630064326389406,0.04994431211534661,,,-0.2968314508224145,0.27203491465661905,0.12399194082087467,0.27487108992303266
P_RADIUS_ERROR_MIN,,,,,-0.34094556847179325,1.0,-0.6860466297193085,0.11045322216706577,-0.07305551359392816,0.005861450672968935,-0.010611959218690454,0.06320217397044679,,,,,,,,,0.2314238528734023,,,,-0.013567069224620547,0.021900021421463037,-0.05445265759589971,-0.26949448816786853,0.07338216713728495,-0.041685135385680534,-0.0613280488025242,0.03647040939685898,-0.018234685618712453,-0.19106370169477407,0.2067117569404023,-0.204569908436194,-0.26745582525528333,0.31174434207132484,-0.3126841768295411,,,,-0.24442691585937792,0.23741491241168325,-0.17373304261204506,0.23494286381340077,,-0.08400853633458026,-0.08805105399355376,-0.09056062020244261,-0.08737730375204325,-0.054445647527773255,-0.049208732151241996,-0.06254323295901132,-0.0908200041001641,-0.08979503860173461,-0.09375876421829735,-0.2709156504729735,-0.013567070387581589,-0.23021555264277932,-0.26405134372454914,-0.2628059742486085,-0.2640509866113771,-0.2628060412970158,-0.26403084992803855,-0.2628060412970158,-0.2640498001421375,-0.2628060412970158,-0.260884397756862,-0.15112294417274325,-0.10952043345912314,,,0.19629602318244097,-0.21837167779898842,-0.1525161509489892,-0.08750986193525387
P_RADIUS_ERROR_MAX,,,,,0.2957760654323861,-0.6860466297193085,1.0,-0.07080239678184841,0.06862078554929144,0.02887159433517504,-0.028556430269594556,-0.004697099409151688,,,,,,,,,-0.19419634890104148,,,,0.0007068927100171318,-0.025935672306592245,0.04571300165675635,0.32804882768393573,-0.1464594338560572,0.06394426123942994,0.0873939311874817,-0.11991646271380264,0.08247825634597639,0.2522760457996998,-0.2718961615673346,0.25340386259821274,0.2726637657235974,-0.3149604073081138,0.4175749483813136,,,,0.31127216076757225,-0.31058711622945673,0.1929433144319202,-0.25749083585746163,,0.07498249877137489,0.08240529780434402,0.08045619832327962,0.07874063746276456,0.055727282984744816,0.053010927321010724,0.0675970322547153,0.0938043860219004,0.09577377753909193,0.09511227543241525,0.27797972933924686,0.0007068940261943524,0.2636351472607676,0.29800109909926564,0.295159051385988,0.2979999486628564,0.295159221779611,0.29793950586458057,0.295159221779611,0.29799560854679785,0.295159221779611,0.2973205235973297,0.2509022244309395,0.12938382078178082,,,-0.15238720701217046,0.20869144885553045,0.12939893115925788,0.07895102629631011
P_YEAR,,,,,-0.029845934022126278,0.11045322216706577,-0.07080239678184841,1.0,-0.05962039896776667,-0.09791856099600495,0.11292314154882668,-0.038065368743932335,,,,,,,,,0.18197491703483587,,,,-0.1582719183214169,-0.2564900644839153,-0.08617088377803685,-0.15914916533188272,-0.01644861445252519,0.00942536711646261,-0.032304541452792504,-0.046562964011673647,0.033077539716275625,-0.061918858124632006,0.09909466356869341,-0.10016377394579504,-0.06631617255572489,0.16142608769389058,-0.17415277202913784,,,,0.005924832091245816,0.2526059691766029,-0.1670474052056255,0.016473887320627,,-0.03929356957004237,-0.05206529036119621,-0.03576001023490479,-0.04056796412067021,-0.02802270804740984,-0.015113531427502715,-0.013754891912346816,0.008988585151520144,0.007660661378734188,0.018467882477955253,-0.06623632548082041,-0.1582719224825063,-0.07200272838991373,-0.06867612024358817,-0.06829804620407737,-0.068676460944813,-0.06829803613894117,-0.06868914312661083,-0.06829803613894117,-0.06867814810559507,-0.06829803613894117,-0.06742002328936164,-0.030253221443502693,-0.05882633812031821,,,0.005632730480838856,-0.009458704000857434,-0.03394646290109025,-0.040820834991315655
P_PERIOD,,,,,0.24269775227932605,-0.07305551359392816,0.06862078554929144,-0.05962039896776667,1.0,-0.26679604563285947,0.2573766405131473,0.4256826711396292,,,,,,,,,0.20543805095785653,,,,0.07747573954542794,0.12262662712370366,0.034953673024081096,0.10727064788637185,-0.060694913777867836,0.06668052675870505,-0.03514470126197445,-0.07099408748320221,0.07297948825545258,-0.012032223260437323,-0.054659766797605355,0.034734089308456825,0.008091575415672004,-0.07373800107113816,0.08897613522810927,,,,0.03122182711327635,-0.054750664265415465,0.02608201349681024,-0.00013676435866062146,,0.7043157871762229,0.6868962951810369,0.7298074270763335,0.7018313863751557,-0.32894955237663914,-0.3288287994380792,-0.3227305859729179,-0.4219931150054839,-0.4180271069275964,-0.4225707643048645,0.00743525779050444,0.07747574159023117,0.02348606285506209,0.019559877429139328,0.019026127989145544,0.01956001307568885,0.019026183274605018,0.019555607751936994,0.019026183274605018,0.019561450604822974,0.019026183274605018,0.022899259768467146,0.04963438313325972,-0.016140570111586927,,,0.11195871100359615,-0.12618460372856105,-0.0868378349962245,0.7030748408155514
P_PERIOD_ERROR_MIN,,,,,-0.10566739074360983,0.005861450672968935,0.02887159433517504,-0.09791856099600495,-0.26679604563285947,1.0,-0.9190828808865839,-0.09181435378333433,,,,,,,,,-0.1813559006695495,,,,0.04360438588614677,0.04138438827748973,-0.004258208690211427,0.018602190179794455,-0.04380884344199313,0.03377032362742779,0.04880328892245667,-0.04584987284974557,0.030447597215215005,0.07615854526280122,-0.04441700814938244,0.046201726331905696,0.06081240661614624,-0.01672733112381793,0.03989055005624212,,,,0.031733994994631705,-0.031850878061909234,0.017771664079036464,-0.050198355515592215,,-0.3148662973307509,-0.29000946980353703,-0.326848973035146,-0.310225188617685,0.1559661013863269,0.15656196969928002,0.15257954968200788,0.22620936111338896,0.2250889182864605,0.2271381197758757,0.061483576601511165,0.04360438673890963,0.039819047623305445,0.05822177481800689,0.05953220060663597,0.058221765754976076,0.059532265713041765,0.05821423113961794,0.059532265713041765,0.058222095625404695,0.059532265713041765,0.05525011748220705,0.04407437328966516,0.045162820825889495,,,-0.09610450629831967,0.15086605539931058,0.07283872223798084,-0.3114827303797464
P_PERIOD_ERROR_MAX,,,,,0.1021136641852981,-0.010611959218690454,-0.028556430269594556,0.11292314154882668,0.2573766405131473,-0.9190828808865839,1.0,0.07851486046536997,,,,,,,,,0.16949516701590556,,,,-0.05491249587314736,-0.05147592520678472,0.0037800099399396187,-0.022766393038926556,0.0472539920215487,-0.03741221079510177,-0.06110778754543081,0.05154897353572946,-0.039917399858434406,-0.08583305049988235,0.04277472480871213,-0.054436236611755326,-0.0714229637638239,0.017793150629648688,-0.03527182990663768,,,,-0.044648216969005526,0.03668427561561448,-0.0229706596791092,0.056031038563806125,,0.2978386375403957,0.27417328836764915,0.31165732213003006,0.29410993585974954,-0.15287453532959552,-0.15332960411142832,-0.1495675312607213,-0.22027640336601598,-0.21915908154013924,-0.22176918969738352,-0.07196738028675291,-0.05491249609404676,-0.04469384632572899,-0.06820180280190152,-0.06917911484051978,-0.06820162870714837,-0.06917921706301221,-0.06818569290993107,-0.06917921706301221,-0.0682012715791916,-0.06917921706301221,-0.06575914644360878,-0.059132720668487376,-0.049939450380652665,,,0.10055679777105168,-0.15274979633281338,-0.06996475601493529,0.2953646358294129
P_SEMI_MAJOR_AXIS,,,,,0.13188372519587915,0.06320217397044679,-0.004697099409151688,-0.038065368743932335,0.4256826711396292,-0.09181435378333433,0.07851486046536997,1.0,,,,,,,,,0.40310209707209604,,,,0.12587694671119204,0.17181212199012996,-0.009830846135445962,0.11520383375851065,-0.08804548422305462,0.0681237468240595,-0.023257539933248885,-0.15556145949929243,0.15654649754924815,0.007627936217721096,-0.07866535872984784,0.06643622459533101,0.06888131864491923,-0.1434763323320342,0.13075231833145934,,,,0.04289018020910524,0.00192976317457884,-0.02497632413779012,-0.03655644659676548,,0.41812434202677,0.4229706509189942,0.4267009867178447,0.4187298783520856,-0.24377876809707363,-0.24763842923980633,-0.23447199395187793,-0.34379122907270393,-0.33695518433503013,-0.3435695854759315,0.0734605847401601,0.12587694743679761,0.08163751040859606,0.09966595486848487,0.10011193636544961,0.0996673501300726,0.1001120917530526,0.09968775003161578,0.1001120917530526,0.09967648377071933,0.1001120917530526,0.1024008451303813,0.08395137396928432,-0.008509556511102358,,,0.025481754109138808,-0.11636373437705948,-0.12574494050706472,0.41968493239999305
P_SEMI_MAJOR_AXIS_ERROR_MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_SEMI_MAJOR_AXIS_ERROR_MAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_ECCENTRICITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_ECCENTRICITY_ERROR_MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_ECCENTRICITY_ERROR_MAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_INCLINATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_INCLINATION_ERROR_MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_INCLINATION_ERROR_MAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_ANGULAR_DISTANCE,,,,,0.03651143526647283,0.2314238528734023,-0.19419634890104148,0.18197491703483587,0.20543805095785653,-0.1813559006695495,0.16949516701590556,0.40310209707209604,,,,,,,,,1.0,,,,-0.030079698814979867,-0.05325956396912249,-0.17881788071382737,-0.24050968820872717,0.06102384343425148,-0.06871038223416201,-0.03162697946715205,-0.1119088393672987,0.11696157532045402,-0.1158355314326142,-0.0016199376583604973,-0.02409636720244771,-0.12035632375008141,0.1380391920483829,-0.20464019974213515,,,,-0.11787935863947323,0.249280763872552,-0.11597973206121293,0.08273069305361914,,0.22711920488198958,0.21765904595321744,0.2303879511880385,0.2244571489945318,-0.21882831259492716,-0.215656608409575,-0.19531575119517075,-0.3050262088838144,-0.3061653691323481,-0.2937807691150869,-0.11969194840000379,-0.03007970178171038,-0.09827702005879133,-0.10989354770163257,-0.11406607754621464,-0.10989311360092416,-0.11406617500694823,-0.10987234481088456,-0.11406617500694823,-0.10989142516761038,-0.11406617500694823,-0.10689258264711275,-0.07204948192609442,-0.08892039654676234,,,0.027083163108114237,-0.034548860767957296,-0.061926267312949056,0.224268582598864
P_IMPACT_PARAMETER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_IMPACT_PARAMETER_ERROR_MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_IMPACT_PARAMETER_ERROR_MAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_RA,,,,,-0.08451708154791203,-0.013567069224620547,0.0007068927100171318,-0.1582719183214169,0.07747573954542794,0.04360438588614677,-0.05491249587314736,0.12587694671119204,,,,,,,,,-0.030079698814979867,,,,1.0,0.33934585895103625,0.28716042299297084,0.2904743268525366,-0.20163151215808667,0.17461541712009124,0.0010298728539903232,-0.19257112340530225,0.17541579949388092,-0.005438527851627924,-0.09318225968382637,0.06359670166752569,0.0020161359414537392,-0.15624672267186815,0.181224621908013,,,,0.054941606618403915,-0.2114388731756863,0.17879548970834971,0.04113590955223811,,0.05174931835334616,0.05619303519799742,0.05040150739057405,0.051598648954716296,0.045504963654890845,0.03952042326291603,0.03146088683424774,0.021216056129229947,0.03316659444983883,0.006995445741390029,0.001971140297674634,0.9999999999999937,-0.0017329402667101256,-0.009775809631237427,-0.008756130064013696,-0.009776190132164035,-0.008755997069310333,-0.009799057246405486,-0.008755997069310333,-0.009777317210302592,-0.008755997069310333,-0.008295110721049851,0.0867482505864917,-0.04301262811099208,,,0.13019893657359677,-0.2990058622458934,-0.13255170417863887,0.053263877471953346
S_DEC,,,,,-0.10190603429815032,0.021900021421463037,-0.025935672306592245,-0.2564900644839153,0.12262662712370366,0.04138438827748973,-0.05147592520678472,0.17181212199012996,,,,,,,,,-0.05325956396912249,,,,0.33934585895103625,1.0,0.40858704961063425,0.4542327979024529,-0.31785374456442117,0.27391288804743424,-0.0556599960954056,-0.2878855852079884,0.2777951556147837,0.0015381120602335084,-0.11870412421790144,0.07824968286658886,-0.0051872681760578515,-0.20226894142061902,0.26203704451611015,,,,0.006855268321137778,-0.23846413554088997,0.1556398397145547,0.07899603240397297,,0.09626188277664231,0.10675412448474758,0.10325002824337622,0.10140207953966734,0.07132810294710266,0.0657463334784554,0.06327634864146406,0.07404197318664534,0.08987317933301624,0.052587928489426734,0.0032143701529669887,0.3393458650341669,0.021790368914568342,-0.005278792058426694,-0.00042756790099229543,-0.005279501780210956,-0.00042742375703176477,-0.005308943424138248,-0.00042742375703176477,-0.0052827793195658074,-0.00042742375703176477,-0.005198324632593934,0.08222487127502276,-0.03069518768332863,,,0.1108910510384982,-0.43221936581196246,-0.24039653202416883,0.1025230620313475
S_MAG,,,,,-0.046652883078503134,-0.05445265759589971,0.04571300165675635,-0.08617088377803685,0.034953673024081096,-0.004258208690211427,0.0037800099399396187,-0.009830846135445962,,,,,,,,,-0.17881788071382737,,,,0.28716042299297084,0.40858704961063425,1.0,0.5832032982837492,-0.40363247099984756,0.32856073234600575,-0.0900502485513152,-0.34637332534549253,0.32707345055790615,-0.16647553886737437,-0.0022582045189655417,-0.03546677994003273,-0.22707087139307353,-0.10237839231701347,0.21643328327565148,,,,-0.0730305412896215,-0.362833315907149,0.2937985204104333,0.27659650743185066,,-0.017510164361437944,-0.026738558228489067,-0.014277087249765872,-0.017796855126125027,0.08151624723744236,0.08738827480627204,0.0595223788606545,0.1331179035207426,0.14970206031004843,0.0911895591374285,-0.22467048814546686,0.2871604280362523,-0.20416016053633707,-0.23935953326709788,-0.23793872940376523,-0.23936186644858418,-0.2379386153410607,-0.23943643192684472,-0.2379386153410607,-0.2393743632516435,-0.2379386153410607,-0.23637084298367486,-0.05106393195100862,-0.1576748290960001,,,0.13230989673092136,-0.4646683108696343,-0.22460182215157626,-0.015388701521818314
S_DISTANCE,,,,,0.10926522107029701,-0.26949448816786853,0.32804882768393573,-0.15914916533188272,0.10727064788637185,0.018602190179794455,-0.022766393038926556,0.11520383375851065,,,,,,,,,-0.24050968820872717,,,,0.2904743268525366,0.4542327979024529,0.5832032982837492,1.0,-0.5798098417777444,0.44827635012541783,-0.036064349423858354,-0.40166622775155186,0.3603457112634863,0.16510128629108325,-0.2312288734031352,0.18102348619611186,0.22956492059410022,-0.4000989450675886,0.5000506425556859,,,,0.32617282273377796,-0.45717198730472686,0.3732942828844152,-0.1333356836226305,,0.09706503535719001,0.10231101842223657,0.10230267818091766,0.09906154503200869,0.18254873623319742,0.185312930637643,0.16563718495101515,0.2609034872567331,0.2770994962182638,0.22707204787635515,0.2279038337058587,0.2904743328963087,0.22410903109034006,0.25900225622606793,0.26115014720670043,0.259000588571676,0.26115052318576465,0.2589103883542863,0.26115052318576465,0.2589943271924164,0.26115052318576465,0.25990176012810207,0.3132837362103714,0.027716861529966247,,,0.0249369043007187,-0.30615131750329494,-0.13743368378146456,0.10132132758771584
S_DISTANCE_ERROR_MIN,,,,,-0.005449771995880069,0.07338216713728495,-0.1464594338560572,-0.01644861445252519,-0.060694913777867836,-0.04380884344199313,0.0472539920215487,-0.08804548422305462,,,,,,,,,0.06102384343425148,,,,-0.20163151215808667,-0.31785374456442117,-0.40363247099984756,-0.5798098417777444,1.0,-0.7046276469984766,0.13094701001884662,0.43602861177287594,-0.39329153515955567,-0.057547591202588275,0.1755146493745355,-0.18717612674507636,-0.07835241264155121,0.18045929549204345,-0.2635186594498525,,,,-0.17888476110737303,0.22399688284408104,-0.2216632636332444,0.006272861668761407,,-0.06346927919357238,-0.05998801850742638,-0.06525404453467186,-0.06347479754222068,-0.10278728445307996,-0.11347301830928726,-0.09058887843358351,-0.17122657871772073,-0.18116005007163938,-0.1433948664890186,-0.07221525859223556,-0.2016315143530416,-0.06254680225099693,-0.08739655468293508,-0.08759285219759151,-0.08739621532955377,-0.0875931823176805,-0.08734706051954017,-0.0875931823176805,-0.08739741994016788,-0.0875931823176805,-0.09054135201171205,-0.2133829530118027,-0.03564985316478401,,,-0.061526498758429346,0.22748866385596522,0.10566034831209194,-0.06492074123069919
S_DISTANCE_ERROR_MAX,,,,,-0.006440885685442815,-0.041685135385680534,0.06394426123942994,0.00942536711646261,0.06668052675870505,0.03377032362742779,-0.03741221079510177,0.0681237468240595,,,,,,,,,-0.06871038223416201,,,,0.17461541712009124,0.27391288804743424,0.32856073234600575,0.44827635012541783,-0.7046276469984766,1.0,-0.1332806375761431,-0.3085071955644707,0.28385711253314466,0.0336372417074491,-0.09229594865668307,0.10737979644630279,0.06656195686751755,-0.1477435169818159,0.1846059348348689,,,,0.13653190882727714,-0.13979580777511777,0.16082780566919466,-0.00576192897241376,,0.05895855750520189,0.05378432547273241,0.06241714290755204,0.05765053760389417,0.08280911426271244,0.09498401391962391,0.06899331782286842,0.1442260889554797,0.15202486670013676,0.12296909712696477,0.06118585619678921,0.17461541968704533,0.04723887529084678,0.07015612825077003,0.0709978595814761,0.07015638229635406,0.07099815356068256,0.07012992430391249,0.07099815356068256,0.07016048833981522,0.07099815356068256,0.0722227266588837,0.1280968554394005,0.052431396388676936,,,0.05787024201599339,-0.19258510169487364,-0.08863388235951808,0.05883569587217466
S_METALLICITY,,,,,0.006098817459922141,-0.0613280488025242,0.0873939311874817,-0.032304541452792504,-0.03514470126197445,0.04880328892245667,-0.06110778754543081,-0.023257539933248885,,,,,,,,,-0.03162697946715205,,,,0.0010298728539903232,-0.0556599960954056,-0.0900502485513152,-0.036064349423858354,0.13094701001884662,-0.1332806375761431,1.0,0.20866741497882416,-0.17811430134873393,0.15066770714659417,0.006197697033484546,0.03597790276588139,0.12872524119534826,-0.0742874425868585,0.0857874183215543,,,,0.1007696087624409,0.012908239003858808,-0.06321287613812017,-0.13006926559839405,,-0.03638777988335566,-0.03525392100338392,-0.02942700331984229,-0.03413738477566146,0.05737334147820108,0.05976688550221143,0.051560067334109734,0.060776193855768976,0.05610960314096373,0.06546353500530837,0.13234519712491147,0.0010298718785563665,0.1255203452670232,0.12239724674875213,0.1274547510189852,0.12239719356122888,0.12745467442229272,0.12239921608119177,0.12745467442229272,0.12239664596318087,0.12745467442229272,0.12326367326599706,0.10700783247315027,0.1204060529977627,,,-0.05371649123115764,0.0942936174492495,0.04948242948184596,-0.034922840763263144
S_METALLICITY_ERROR_MIN,,,,,0.017793992824070997,0.03647040939685898,-0.11991646271380264,-0.046562964011673647,-0.07099408748320221,-0.04584987284974557,0.05154897353572946,-0.15556145949929243,,,,,,,,,-0.1119088393672987,,,,-0.19257112340530225,-0.2878855852079884,-0.34637332534549253,-0.40166622775155186,0.43602861177287594,-0.3085071955644707,0.20866741497882416,1.0,-0.8417918471830628,0.07840571456488726,0.2983968200686712,-0.19959278528577565,0.08922400021217253,0.12166978588178126,-0.1611037289528878,,,,-0.025357071645604426,0.27526619038369815,-0.31173874432787885,-0.1364995861129977,,-0.05616677219763202,-0.06780849484617671,-0.0624757120040011,-0.057494728700096503,-0.014973105639412175,-0.019347142486318934,-0.011221078602053437,-0.028983872927025388,-0.039756384680150754,-0.01140733307452129,0.09536298415567833,-0.1925711272422352,0.08971694208631231,0.08577357228247323,0.08312184158552176,0.08577491344845997,0.08312166059332628,0.0858310703761982,0.08312166059332628,0.08578112281131627,0.08312166059332628,0.08648441133624835,-0.049003347254100514,0.15268301251972044,,,-0.125322152007688,0.24722305073860493,0.1507446825710764,-0.05901219900408667
